content,sentiment,negative,neutral,positive,highlight
bslbsl 그런걸로 순위정하는거아니라는데여기 성시경 이라는분들은.,neutral,0.00019490662,0.999666,0.00013911996,여기 성시경 이라는분들은
이건 걍 성시경 아님?,neutral,0.002743489,0.9968464,0.00041007032,이건 걍 성시경 아님
 진지하게 성시경으로 도배될줄 알았는데.팩트한잔 누가 더 성공한 연예인이냐 하면 닥 성시경인데누가 더 위에있는 가수냐라서,negative,0.91567874,0.08255027,0.0017709931,누가 더 위에있는 가수냐라서
 그럼.8도 거의 긱스급으로 유지하고있는 성시경하고 비교해야하니까 카카언급함ㅋㅋ.,neutral,0.0022948165,0.996843,0.00086226413,긱스급으로 유지하고있는 성시경하고 비교해야하니까 카카언급함
성시경 올려치기그만.789456 수상 내역으로 성시경한테 못 비빌텐데 ㅋㅋㅋ.,negative,0.9921835,0.007561812,0.00025468707,치기그만
이건 현실에서 물어보면 100이면 100 성시경 승임.호나나나나나 지금차트가 아니라 성시경이 원탑이던 시절이있음???,neutral,0.0013646422,0.9872416,0.011393708,성시경이 원탑이던 시절이있음
당장 성시경 히트곡 5개 가져오라면 억텐좀 부려야할텐데나도 성시경 좋아하는데히트곡에서부터 차이가 심한디.,negative,0.9909348,0.0065588355,0.0025063118,히트곡에서부터 차이가 심한디
엣지러너 거리에서 이윽고 희재 이렇게는 많이알텐데.,neutral,0.00019920545,0.999076,0.00072467537,엣지러너 거리에서 이윽고 
공정한나라당 근데 오히려 그때 탑클래스 발라더들 지금 차트에 누구 있음?,neutral,0.016121686,0.9564476,0.027430627,그때 탑클래스 발라더들 지금 차트에 누구 있음
->,neutral,2.004548e-05,0.9999522,2.7816779e-05,->
 이게 무슨 의미가 있음?,neutral,0.013781726,0.98589605,0.0003222781,이게 무슨 의미가 있음
그만큼 그 시대에 탑오브탑은 아니었다는 뜻인건데 그 때 성시경보다 위에있던 사람이 지금도 위에 있으면 저런 비교대상에 성시경 이름이 언급되는게 아니라 그 사람이 언급되겠지.,neutral,0.0049384027,0.99422693,0.0008346293,그 시대에 탑오브탑은 아니었다는 뜻인건데 그 때 성시경보다 위에있던 사람이 지금도 위에 있으면 저런 비교대상에 성시경 이름이 언급되는게 아니라 그 사람이 언급되겠지
동탕 아 봄이네,neutral,0.0097605875,0.988698,0.0015414387,동탕 아 봄이네
 너의 모든 순간 또 존나 들리겠네~~~~~~이러는 새끼 본적 있냐고아 봄이네,negative,0.99905056,0.000661687,0.00028767946,너의 모든 순간 또 존나 들리겠네~~~~~~이러는 새끼 본적 있냐고
 너의 모든 순간으로 성시경은 뒤질때까지 봄마다 얼마나 벌까??? ㅇㅈㄹ 하는 새끼 본적 있냐고 ㅋㅋㅋ,negative,0.9987703,0.00076633674,0.0004634388,ㅇㅈㄹ 하는 새끼 본적 있냐고 
아니 좀 걍 딴세상 가.,neutral,0.3723024,0.6257422,0.0019553446,아니 좀 걍 딴세상 가
성시경 노래 개인적으로는 ㄹㅇ 좋아함예전 곡들도 레전드급들 많은데선인장외워두세요,positive,0.0008213703,0.0036599028,0.9955187,예전 곡들도 레전드급들 많은데
아니면서차마.,neutral,0.010066288,0.9892274,0.0007062337,아니면서차마
아까 댓글 보니까 성시경빠들 김나박이까지 존나내려치더라,negative,0.9952083,0.004290753,0.0005009127,성시경빠들 김나박이까지 존나내려치더라
시대차트2000년대 사랑의시 5위2010년대 어디에도 9위연간차트2004년 사랑의시 16위2007년 가슴아그만해 21위2014년 그대가분다,positive,0.00100651,0.004174045,0.99481946,그대가분다
11위2015년 그남잔말야,negative,0.9169814,0.08168843,0.0013302722,11위2015년 그남잔말야
 24위2016년 어디에도3위2018년 넘쳐흘러4위 마이웨이15위2019년 사계19위2020년 처음처럼14위메가히트곡만 이정도에 잠시만안녕 원러브같은 노래방 메가히트곡들도 있는데 성시경이 어떻게 비비냐,neutral,0.0010912023,0.9781965,0.020712338,성시경이 어떻게 비비냐
00년대 10년대 연속 탑텐은 나얼(벌써일년 바람기억)이수(사랑의시 어디에도)밖에 없음,neutral,0.0009767531,0.9974922,0.0015310448,연속 탑텐은 나얼(벌써일년 바람기억)이수
성시경은 이수선에서 그냥 상대도 안됨.,neutral,0.002247772,0.9970477,0.00070444535,상대도 안됨
거리에서 희재 넌 감동이었어,positive,0.0019385753,0.0002486204,0.99781275,거리에서 희재 넌 감동이었어
 너의 모든 순간 내게 오는길 두사람 등등그냥 대충 생각해도 히트곡 많은디.클라우드22 아니 가수로 활동한 시대부터가 다른데 음원성적으로 비교하고 자빠졌네 ㅋㅋㅋㅋㅋ,negative,0.999244,0.00040971764,0.0003463104,음원성적으로 비교하고 자빠졌네 
 그렇게 따지면 앨범은 성시경이 더 많이 팔았는데 ???.,neutral,0.0008674262,0.9984682,0.00066424743,그렇게 따지면 앨범은 성시경이 더 많이 팔았는데 
화산귀환1 그건 성시경도 마찬가지아니냐.,neutral,0.002588595,0.99700505,0.00040633732,화산귀환1 그건 성시경도 마찬가지아니냐
보컬 실력으로 따지면 닥 성시경이 맞지만 저 질문은 실력이 아니니까.,neutral,0.0009488347,0.99865216,0.00039909163,저 질문은 실력이 아니니까
냉정한사나이 06년 가을쯤이었나?,neutral,0.00029713698,0.9995048,0.00019797008,냉정한사나이 06년 가을쯤이었나
 엠씨몽 아이스크림 1위 먹었던 시절로 기억하는데 그 앞뒤로 거북이 럼블피쉬 sg워너비 김종국 명곡들 많이 나와서 거리에서가 1위 못했다고 저평가 당할곡은 아니라 생각함.,neutral,0.0015469827,0.974718,0.023735007,거리에서가 1위 못했다고 
성시경 넣을거면 이기찬도 넣어라.,negative,0.98594797,0.012804313,0.0012477266,성시경 넣을거면 이기찬도 넣어라
장르를 개척한 가수랑 오래된 발라드 이어가는거랑 같음??,neutral,0.003927023,0.994852,0.0012209784,장르를 개척한 가수랑 오래된 발라드 이어
 그럴거면 알앤비 sg워너비도 계속 유행했을듯..,neutral,0.0005534294,0.9959902,0.0034563555,알앤비 sg워너비도 계속 유행했을듯
호나나나나나 성시경 노래보단 많을듯?.,neutral,0.0006903378,0.9987061,0.0006036556,호나나나나나 성시경 노래보단 많을듯
성시경이 뭔 국민가수라도 되는줄아는 친구들이 많네.,neutral,0.02909063,0.7928149,0.17809449,성시경이 뭔 국민가수라도 되는줄아는 친구들이 많네
 그냥 훈남 감미로운 발라더였어.,positive,0.0011452634,0.0004814316,0.99837327,그냥 훈남 감미로운 발라더였어
낚시왕 윤종신 곡에 성시경 보컬 퓨전하면 해볼만할듯 앗 그게 넌감동이었어랑 거리에서인가종신이형은 좋니가 본인 커리어 최고 히트곡일 정도로 톱가수느낌은 아님.,positive,0.0010669023,0.0012490659,0.997684,본인 커리어 최고 히트곡일 정도로 톱가수느낌은 아님
성시경은 기교나 감정표현이 탑급이긴 하지.,positive,0.0005634953,0.0015797401,0.9978568,성시경은 기교나 감정표현이 탑급이긴 하지
딱 현재에서 누가더윗급이냐,negative,0.97993475,0.01972627,0.00033898902,현재에서 누가더윗급이냐
 그러면난 성시경.,neutral,0.0007635939,0.998623,0.00061345496,그러면난 성시경
멍청이바로너 거리에서 때 초딩이라 잘 모르긴 하는데 그 때 대박이지 않았음??,negative,0.9987663,0.0007348413,0.0004989019,멍청이바로너 거리에서 때 초딩이라 잘 모르긴 하는데 
 마트가면 매일 그 노래 들렸던 거 같은데.,neutral,1.2269515e-05,0.9999682,1.9590423e-05,마트가면 매일 그 노래 들렸던 거 같은데
난 둘 중 누구 콘서트 갈래? 하면 성시경 콘서트 갈듯.,neutral,0.0015938196,0.9980059,0.00040027584,하면 성시경 콘서트 갈듯
나는 성시경 노래좋아해서 성시경 뽑을래ㅎㅎ.,neutral,0.0014956498,0.9453655,0.05313886,나는 성시경 노래좋아해서 
클라우드22 아니 작업물자체가 성시경은 여기 껴야될수준이아님….,neutral,0.0013370204,0.99831045,0.00035252064,될수준이아님
객관적인건 모르겠고 누가 더 나은 가수인것도 모르겠지만 나는 그냥 느낌에 성시경이 더 가수 같은 느낌을 받음 ㅋㅋ,neutral,0.0006733139,0.99645114,0.0028755455,느낌에 성시경이 더 가수 같은 느낌을 받음 
 둘다 가수긴하지만.천하제일인 성시경은 평가할 음악성이라는게 없지 않나 대표곡들 전부 남이 써준 곡인데.클라우드22 난 성시경이 위라는게 아니라 아티스트로서 비교하는데 자꾸 판매량 히트곡 콘서트매진 등등으로만 비교하니깐 답답해서 그런건데?,negative,0.9844482,0.014294644,0.0012571827,비교하니깐 답답해서 
 비단 이 글 뿐만 아니라 무슨 음악 비교하는게 자꾸 차트성적 들고오는 새끼들 답답함.,negative,0.99913543,0.00034730716,0.0005172713,오는 새끼들 답답함
이질문 여초 들고가면 성시경이 이길것같음.,neutral,0.0012787629,0.9950658,0.0036554653,성시경이 이길것같음
86년생김모쏠 성시경 세대중엔 없나 화요비 말곤 생각이 안나네.,neutral,0.016995205,0.97759104,0.0054137246,김모쏠 성시경 세대중엔 없나 화요비 말곤 생각이 안나네
저 33살인데 성시경임,neutral,0.0009584442,0.99858475,0.00045692577,저 33살인데 성시경임
 과거미화라니 실제로 데뷔때부터 무명시절이란게 없이 바로 1위 쩔었는데.... 가수로써 인기 하나만으로 발연기가지고 sbs메인드라마 주진모 신민아랑 같이 주연으로 나온 사람인데 저어릴때 장나라 성시경 ㅈㄴ 잘나갔는데.0나니 그놈의 미소천사 ^^,positive,0.00078731566,0.0018568278,0.99735594,메인드라마 주진모 신민아랑 같이 주연으로 나온 사람인데 저어릴때 장나라 성시경 
 성식이형이라고 하는거보니 성시경님 극진한 팬이신가봐요.,positive,0.0024243111,0.45266008,0.54491556,성시경님 극진한 팬이신가봐요
 당신은 많이 봤을진 모르지만 안본사람도 많다라는걸 알려주려고 댓글달아드린건데 성시경 미소천사?,positive,0.0011242691,0.0013345946,0.9975412,댓글달아드린건데 성시경 미소천사
 그까짓거 하나 모른다고 tv를 안보고살았다느니 뭐라니 ...ㅎㅎ,negative,0.997454,0.0020412274,0.00050475885,그까짓거 하나 모른다고 tv를 안보고
 참 할말이 없습니다.,negative,0.9977343,0.001574474,0.0006911053,참 할말이 없습니다
사람들이 되고 싶은 보컬은 성시경.장르도 다르고전성기도 다른시기라서 이건 결론이안남개인 취향의 영역이라고보는데근데 내 취향은 시경이형이 더 맞음.,positive,0.0,0.0,1.0,근데 내 취향은 시경이형이 더 맞음
전승우승가능 https://youtu.be/AWVxnvEG5jU모다 시경 밈 장난친건데 죽일듯이 달려드네.,negative,0.99582964,0.0036480809,0.0005223823,모다 시경 밈 장난친건데 죽일듯이 달려드네
건슬링어 그건 니가 성시경빠돌이라 그런 거야.,neutral,0.008653224,0.990489,0.0008577053,건슬링어 그건 니가 성시경빠돌이라 그런 거야
나는 음악적으로 음색적으로 가창력적으로 성시경이니깐 반박 안받겠음.,positive,0.0015639034,0.0048531634,0.9935829,나는 음악적으로 음색적으로 가창력적으로 성시경이니깐 반박 안받겠음
서머스비러버 버즈는 그래도 한해 먹은적 있는데 성시경하고 비교는좀..... 가창력도 가창력이고 노래도 ㅅㅌㅊ였는데.,positive,0.00054211717,0.0035029983,0.9959549,가창력도 가창력이고 노래도 ㅅㅌㅊ였는데
비교질은 둘째치고 성시경이 노래만 부를 줄 안다는건 너무 성시경 내려치기 아닌가본인앨범 직접 프로듀싱하기 시작했다고 한게 거리에서 앨범 때 부터인데 ㅋㅋ.,neutral,0.005304079,0.99391997,0.00077600026,앨범 직접 프로듀싱하기 시작했다고 
"적야 정작 '거리에서' 작사작곡은 윤종신이고, 편곡도 다른 사람이 했는데 프로듀싱이라는게 잘했다 못했다",negative,0.9985259,0.0008103736,0.0006637437,프로듀싱이라는게 잘했다 못했다
 평가하기에는 좀 애매한 작업 아닌가.,negative,0.999908,6.7876426e-05,2.4252131e-05,평가하기에는 좀 애매한 작업 아닌가
전승우승가능 안들어봤음,neutral,0.01754613,0.97732484,0.005128951,전승우승가능 안들어봤음
 근데 성시경은 한창 전성기였을때 음악은 지금도 자주 듣는데 거리에서나 내게오는길 처음처럼 이런거 띵곡 개많은데.,neutral,0.0017390072,0.9158836,0.082377344,거리에서나 내게오는길 처음처럼 이런거 띵곡 개많은데
성시경 뿀은 사람들은 이유가  그냥 주관적인 것들밖에 없네.,neutral,0.0021913324,0.9972459,0.0005627638,성시경 뿀은 사람들은 이유가  그냥 주관적인 것들밖에 없네
 객관적으로보면 비교하기 초라하니까.,negative,0.99448794,0.004991939,0.0005201238,비교하기 초라하니까
로맨스의왕 내가 볼때 성시경 고른 애들 거의 애새끼들임,negative,0.9989685,0.00061862567,0.00041291886,애들 거의 애새끼들임
 애새끼들 특유의 억지 논리 그랬다더라도르가 보임 약간 게르트 뮐러 빠는 애들.,negative,0.9991534,0.0005446441,0.00030188335,게르트 뮐러 빠는 애들
성시경도 나름 킬링보이스 3700만찍는 인기가수인데ㅋㅋ,positive,0.00094473915,0.00046967104,0.9985856,성시경도 나름 킬링보이스 3700만찍는 인기가수인데
이번앨범은 완전 망했지만 또 언제나처럼 OST하나 잘 뽑을텐데ㅋㅋㅋ.ㄴ망구첼ㄱ,negative,0.9973013,0.0016125308,0.0010862557,또 언제나처럼 OST하나 잘 뽑을텐데
 저도 그래서 글 적은거긴함 가수로서인지 음악적재능으로 인지.. 가수로서만 보면 당연히 성시경이고 작곡이라던지 음악으로본다면 또 다르겠죠.,neutral,0.0010693058,0.99705964,0.0018710679,음악으로본다면 또 다르겠죠
"클라우드22 2010년대면 한창 걸그룹, 아이돌들 잘나갈때라 팬덤 파워로 줄세우기 많이들 한걸로 기억하는데요?",neutral,0.004921155,0.9880695,0.007009412,팬덤 파워로 줄세우기 많이들 한걸로 기억하는데
 전곡까진 모르겠다만.,neutral,0.0011640174,0.9983681,0.0004679959,전곡까진 모르겠다만
 그렇다고해서 앨범 하나 전곡 줄세우기 정도로 2010년대 전체를 관통하는 시대의 아이콘이라고 치켜세울수 있는지는 잘 모르겠네요.,neutral,0.003681845,0.98377025,0.012547896,전체를 관통하는 시대의 아이콘이라고 치켜세울수 있는지는 잘 모르겠네요
" 일단 성시경보다 차트에서 앞서간건 잘 알겠고, 전 성시경도 그닥 잘 몰라서 이거에 대해서는 의견없음요..",neutral,0.038579334,0.9594561,0.0019645854,의견없음요
Kazima 그렇게 치면 성시경은 우리나라 가수순위 30위 안에 못들듯..?.XTC-4 근데 성시경은 그 미친앨범마저 없어... 제일 흥한게 거리에서고 사람들이 말하는 노래는 희재나 드라마 ost말고는 인지도도 없고.XTC-4 그 당시에는 성시경자체가 대중적으로 인기가 많지도 않았고 노래도 따라부르기 힘들어서 당시에 매니아층말고는 노래인기도 오래가지도않고 금방 묻혔음.,negative,0.99785656,0.0013993162,0.00074405264,노래인기도 오래가지도않고 
난 성시경.Kazima,neutral,0.0009943382,0.9987324,0.00027328896,Kazima
 신승훈하고 성시경이 대결이된다는게 아닙니다,neutral,0.0010253141,0.998569,0.0004056627,신승훈하고 성시경이 대결이된다는게 아닙니다
 미리 댓글논란 방지.나이 먹으니까 성시경이더라.,neutral,0.012313806,0.9867439,0.00094227033,미리 댓글논란 방지
딱 보고는 성시경이라고 생각했는데 좀더 생각해보니까 성시경이 노래는 진짜 잘하는데 딱히 뭐가 없네..,negative,0.99466264,0.0021030467,0.003234299,딱히 뭐가 없네
좀 냉정히 말하면 비교불가수준.콘서트 티켓파워는 성시경이 압살함.,negative,0.99638724,0.0030887187,0.0005240451,콘서트 티켓파워는 성시경이 압살함
음원이 다가 아닌데 음원타령만 하지?,negative,0.999084,0.0006567201,0.00025932534,음원타령만 하지
" 결국 가수는 공연 으로 돈을 벌고, 공연에서 성시경이 압살임..",negative,0.9957296,0.0038105473,0.0004598616,공연에서 성시경이 압살임
엠팍에서 물어보니까 당연히 반반이지 ㅋㅋㅋ,neutral,1.4214582e-05,0.99995065,3.512407e-05,엠팍에서 물어보니까 당연히 반반이지 
성시경 코어팬들은 다 여자인데 ㅋㅋ.,neutral,0.001422603,0.9975339,0.0010434821,성시경 코어팬들은 다 여자인데 
성시경 굴욕급아닌가,negative,0.99876153,0.0008960847,0.00034238634,성시경 굴욕급아닌가
 01년 데뷔인데...성시경이 남초 커뮤에서 반반만 가져가도 승리임,neutral,0.0011327575,0.9960741,0.0027931829,성시경이 남초 커뮤에서 반반만 가져가도 승리임
 성시경은 여자팬들이 압도적일껄 ㅋㅋ,positive,0.002262246,0.34073755,0.6570002,성시경은 여자팬들이 압도적일껄 
 토이노래로 나왔지만 세사람만 봐도 ㅇㅇ.,neutral,0.0015069772,0.99576724,0.0027258662,사람만 봐도 ㅇㅇ
난 성시경이 좋음,positive,0.0010338604,0.0004129114,0.9985532,난 성시경이 좋음
딩고라이브에 안부른 노래로 한번더 나오면 좋겠음.,neutral,0.12854792,0.8688185,0.0026334939,노래로 한번더 나오면 좋겠음
성시경.성시경 슈스케나오면 준우승할수있나 ㅋㅋ.,neutral,0.0021676589,0.98892665,0.008905668,성시경 슈스케나오면 준우승할수있나 
미케블더 성시경이 슈스케 나오면 우승이지 뭔.,positive,0.0008964589,0.007670928,0.99143267,미케블더 성시경이 슈스케 나오면 우승이지 뭔
난 둘이 비교되는 게 웃긴데성시경은 박효신 김동률 이런 애들이랑 비교해야지.....,neutral,0.030198658,0.9392417,0.030559676,성시경은 박효신 김동률 이런 애들이랑 비교해야지
솔직하게 당연히 성시경이지 ㅋㅋ,neutral,0.0004843882,0.9980286,0.0014870949,솔직하게 당연히 성시경이지 
"호날두 vs 홀란드 , 에픽하이 vs 비오 급임;.",neutral,0.0004695187,0.9991966,0.0003338876,에픽하이 vs 비오 급임
성시경은 경화수월 쓰는 악당 아닌가.,negative,0.9982318,0.0011784353,0.00058969774,성시경은 경화수월 쓰는 악당 아닌가
성시경 라이브에서 이윽고~~내가~만 들어도 쌀텐데.,neutral,0.0008461212,0.9938281,0.005325748,~~내가~만 들어도 쌀텐데
성시경 승.성시경.,neutral,0.00053928193,0.9990742,0.00038649896,성시경
둘이 데뷔가 10년 정도 차이가 나는데 성시경은 이제 히트곡 안 나온다로 비교하기엔 좀  노래는 압도적으로 성시경이 잘 하고 히트곡으로 대결해도 성시경이 많이 밀리는거 아니지 않나.,positive,0.004844559,0.27990732,0.71524817,히트곡으로 대결해도 성시경이 많이 밀리는거 아니지 않나
우리나라에 성시경보다 노래 잘하는사람 10명도 안될듯.고스로 이런얘기엔 등판안해줌 ㅋㅋㅋ,negative,0.97928774,0.01981187,0.00090038625,우리나라에 성시경보다 노래 잘하는사람 10명도 안될듯
 둘중 누구 콘서트가고싶냐하면 성시경이 압승할듯.,neutral,0.0024809567,0.946171,0.05134804,성시경이 압승할듯
이젠 성시경내려치기하고있네ㅅㅂㅋㅋㅋ.,negative,0.9981743,0.001627871,0.0001978182,성시경내려치기하고
효림이가 성시경 좋아하는데.,neutral,0.0013290775,0.9205774,0.07809352,효림이가 성시경 좋아하는데
자이게클릭이야,neutral,0.0011297843,0.99803394,0.00083624665,자이게클릭이야
 성시경도 작곡 하는데 당장 본인 최고 히트곡이 자작곡임.,positive,0.0009657483,0.0003717703,0.9986625,성시경도 작곡 하는데 
성시경 국밥 존나 맛있게먹음.,positive,0.001037056,0.000569689,0.99839324,성시경 국밥 존나 맛있게먹음
성시경이 술 더 쎔 깝ㄴㄴ.,negative,0.97882587,0.02076856,0.0004055791,성시경이 술 더 쎔 깝
히트곡은 성시경도 안꿀릴텐데?.,neutral,0.014614968,0.9738055,0.011579571,히트곡은 성시경도 안꿀릴텐데
난 전반적으로 성시경노래가 더좋음.,positive,0.001076849,0.00030861888,0.99861455,난 전반적으로 성시경노래가 더좋음
아니 성시경 히트곡이 한두개가 아닌데;,neutral,0.00088445604,0.9976047,0.0015108642,아니 성시경 히트곡이 한두개가 아닌데;
오히려 성시경을 내려치기 한거 같은데...https://theqoo.net/square/2257562413이거 위에 링크 달려서 봤는데성시경 최다 감상곡이 '크리스마스니까' 이거거든?,neutral,0.0008222251,0.9919423,0.0072355736,성시경 최다 감상곡이 
이거 무슨 노래냐;;,neutral,0.0022187887,0.99759126,0.0001900055,이거 무슨 노래냐
 첨 들어보는데.C3PO,neutral,0.0003372971,0.99930453,0.000358187,C3PO
" 성시경도 데뷔하자마자 신인상에 본상만 2개인가 3개인데 약팀에이스에 2,3선발이면 너무 후려치는거 아니냐 ㅋㅋ.",negative,0.99916875,0.0004645055,0.000366767,선발이면 너무 후려치는거 아니냐 
성시경 저평가?ㅋㅋ,neutral,0.014083096,0.98535466,0.00056227425,성시경 저평가
 전 글 베댓 긁어와드려?.,neutral,0.0015068087,0.99796164,0.00053154945,전 글 베댓 긁어와드려
성시경이 그래도 스펙트럼이 넓지 않나?,positive,0.00039290715,0.0014090681,0.9981981,스펙트럼이 넓지 않나
 댄스곡도 하고.,neutral,0.00021682309,0.99953306,0.00025014396,댄스곡도 하고
