,content,sentiment,negative,neutral,positive,highlight
291,"현기준으론 성시경 누적치가 더 많지만, 장범준이 지금 폼 더 오래 유지하면 장범준일듯딱 최고점만 비교해보면 장범준 버스커때가 더 높음.",positive,0.0007738071,0.023979602,0.9752466,더 높음
292,장범준 앨범퀄 지리긴 함가사같은거 대충쓴듯한 곡도 장범준만의 느낌이 있어서 좋음가창력이나 노래적표현은 성시경이 압승인데장범준은 작사 작곡 다 되고 히트곡도 많아서아티스트로 보면 장범준이 이길테고노래실력은 성시경이지 거리에서나 희재같은 어려운 노래성시경이 받은 이유가 있음.,positive,0.00053692306,0.0025410263,0.9969221,노래실력은 성시경이지 거리에서나 희재같은 어려운 노래성시경이 받은 이유가 있음
293,성시경 전성기를 직접 본 사람인데닥 장범준인데.둘 중 한 콘서트만 가야된다면 성시경 ㅋㅋ.,neutral,0.0006922856,0.99645185,0.002855906,성시경 전성기를 직접 본 사람인데닥 장범준인데
294,노래 실력은 성시경이 압살이긴 한데뮤지션 그 자체로만 보면 장범준이 추월한 것 같음본인 작사작곡에 낼 때마다 히트하니까 뭐성시경도 명곡 많지만 최근 10년 가까이 가수보단 예능인 활동이 더 두드러지지 않았나,positive,0.0014451433,0.19988164,0.7986732,노래 실력은 성시경이 압살이긴 한데
295,근데 콘서트 가라고 하면 성시경 콘서트 갈거임.ㅁㅊ..,neutral,0.015380641,0.97071403,0.013905313,콘서트 가라고 하면 성시경 콘서트 갈거임
296, 어쩌다가 성시경이 장범준 비교대상이 되어버렸노..,neutral,0.0029953737,0.9924142,0.004590485,어쩌다가 성시경이 장범준 비교대상이 되어
297, 내가 늙은건가.,negative,0.9912176,0.008372592,0.0004098128,내가 늙은건가
298,근데 벚꽃엔딩 대박난거 인정인데그런 식으로 따지자면 성시경은 고사하고 뭐 하다못해 유재하도 장범준에 못비비는거 아니냐?.,negative,0.98608404,0.010011976,0.003904014,그런 식으로 따지자면 성시경은 고사하고 
299,애초에 성시경은 전성기 시절에도 원탑급은 아니었는데....개인적으론 비교하기 부끄러울 정도로 성시경이라 본다ㅋㅋ,neutral,0.009131208,0.97978884,0.011080016,개인적으론 비교하기 부끄러울 정도로 성시경이라 본다
300, 가요 부흥기때도 빛났던 가수랑 암흑기에 비교우위로 앞선 가수의 차이인거 같음.,positive,0.0012114042,0.029678062,0.9691105,가수의 차이인거 같음
301,성시경의 롱런은 그의 음악적 역량도 있지만매일 방송국 관계자들과 마신 술의 영향도 크다고 봐요,neutral,0.0013369451,0.66301155,0.33565155,성시경의 롱런은 그의 음악적 역량도 있지만
302, 반면 장범준은 은둔형 외톨이라서 장범준 손을 들어주고 싶네요.,neutral,0.0019344654,0.99754214,0.00052350824,반면 장범준은 은둔형 외톨이라서 장범준 손을 들어주고 
303,난 장범준인게성시경이 잘나가던 시절엔 발라드 부르는 가수들이 많았음.,positive,0.0005001646,0.021491967,0.97800785,난 장범준인게성시경이 잘나가던 시절엔 발라드 부르는 가수들이 많았음
304," 물론 그 중 에서도 성시경은 대단했지만장범준은 댄스가수 활개치고 다니고 그룹사운드, 통기타 + 보컬 이란게 ㅈ망한 시장에서갑자기 기타메고 짜잔 하고 등장해서대중성 하늘 찍는 음악들을 냈다는거에서 좀 더 높게 쳐 줌..그냥 길거리가서 누구 콘서트 갈거냐고 100명한테 물어보삼 성시경이 압도적으로 이길껄?.",neutral,0.0075207273,0.9602599,0.03221934,등장해서대중성 하늘 찍는 음악들을 냈다는거에서 좀 더 높게 쳐 줌
305,"팩트) 성시경 데뷔 2000년, 버스커버스커 슈스케 출연 2011년 걍 말도안되는 비교임ㅋㅋ.",neutral,0.001442652,0.9979436,0.00061379315,말도안되는 비교임
306,"전성기 한정이라고 하면 성시경이긴 한 데, 2022년 현재는 장범준이 압살이긴 해.",negative,0.9894806,0.010015505,0.000503963,현재는 장범준이 압살이긴 해
307,"요즘 애들은 성시경을 앨범 낸 노래 잘하는 예능인, 유튜버로 아는 수준 아닌가?.",neutral,0.0005402997,0.9987595,0.0007002211,유튜버로 아는 수준 아닌가
308,성시경.,neutral,0.00050427776,0.9991603,0.00033543003,성시경
309,난 무조건 성시경버스커 - 장범준도 좋지만 성시경이 더 좋아 콘하면 성시경콘감.,positive,0.00042382462,0.0026968967,0.99687934,성시경이 더 좋아 콘하면 성시경콘감
310,성시경은 거의 리빙 레전드인데 발라드 분야 황제 아님? ㅋㅋ,positive,0.0008232568,0.00090606016,0.99827063,발라드 분야 황제 아님
311, 장범준 노래는 좋은데 감탄은 안나옴 성시경 노래는 좋은데 감탄도 나옴 당장 콘서트 보내줘도 성시경 콘서트 감 나는.,positive,0.0008658022,0.0007607196,0.9983735,성시경 노래는 좋은데 감탄도 나옴 당장 콘서트 보내줘도 성시경 콘서트 감 나는
312,래드키 애초에 장범준 성시경 분야가 다른데 남자 발라드 솔로하면 성시경이고 남자 컨템포러리 포크 솔로하면 장범준이지 뭘 그정도가 아니야 ㅋㅋ.,neutral,0.0021274912,0.9962251,0.0016473817,그정도가 아니야 
313,코제르다르크 장범준과의 비교를 떠나서 애초에 성시경이 그정도는 아님.,neutral,0.0018329968,0.99460405,0.0035629673,코제르다르크 장범준과의 비교를 떠나서 
314,성시경이 장범준한테 비빌수있다는게 믿기지않네,positive,0.32498246,0.29374784,0.3812697,성시경이 장범준한테 비빌수있다는게 믿기지않네
315, 히트곡 수준이 다른데?,neutral,0.12757532,0.8587017,0.013722989,히트곡 수준이 다른데
316,성시경 전성기때 벚꽃엔딩급 임팩트는 아니더라도 여수밤바다 수준이라도 되는게 있나?,positive,0.00093309634,0.003564773,0.9955022,성시경 전성기때 벚꽃엔딩급 임팩트는 아니더라도 여수밤바다 수준이라도 되는게 있나
317,노래방에서정도나 있지.,neutral,0.0017742863,0.9967649,0.0014608172,노래방에서정도나 있지
318,전승우승가능 거리에서넌감동이었어,positive,0.0027981217,0.0002508037,0.9969511,전승우승가능 거리에서넌감동이었어
319,희재내게오는길좋을텐데두사람너는나의봄이다,positive,0.0032377928,0.056849506,0.9399127,희재내게오는길좋을텐데두사람너는나의봄이다
320,우린제법 잘어울려요,positive,0.00022581856,0.00077614136,0.9989981,우린제법 잘어울려요
321,대충생각나는거 적었는데 이거 다 여수밤바다급은 되는듯.,positive,9.976575e-06,3.3392414e-05,0.9999566,대충생각나는거 적었는데 
322,발라드 좋아해서 성시경 승.괴거 미화 ㅈ되는데 웃긴건 진짜 그 세대 겪어본사람들은 성시경 그정도급까진 절대 아니라고하는데 안겪은 애들이 올려치기 한다는거임ㅋㅋㅋㅋ,negative,0.99095505,0.008573224,0.00047167015,안겪은 애들이 올려치기 한다는거임
323, 성시경이 발라드 goat라는글이 배댓 먹지않나.,neutral,0.00034674423,0.9994172,0.00023618249,성시경이 발라드 goat라는글이 배댓 먹지않나
324,그래도 누구 콘서트 갈거냐고 물어보면 다들 성시경 고를거지?.,neutral,0.0012847331,0.9978721,0.000843147,다들 성시경 고를거지
325,낡은핸드폰 성시경 아는 노래가 별로 없어서 장범준 갈듯.,neutral,0.02932141,0.94765425,0.023024397,낡은핸드폰 성시경 아는 노래가 별로 없어서 장범준 갈듯
326,"성시경도 엘리트급이지만, 당시 음악프로 1위 같은 건 거의 못 해봄.",neutral,0.035127424,0.9304617,0.034410927,성시경도 엘리트급이지만
327," 00년대 초반 여전히 전성기였던 임창정, 조성모, 00년대 대장급 브라운아이즈, sg워너비, 임팩트도르 한남자, 1~3집 연속 대박친 버즈 등에 비하면 2티어로 봐야 됨..",positive,0.000821222,0.0027303398,0.9964484,연속 대박친 버즈 등에 비하면 2티어로 봐야 됨
328,성시경 전집 합쳐도 버스커버스커 1집만큼의 파급력 없음.,negative,0.9967399,0.002138098,0.0011220373,파급력 없음
329,버스커 1집으로 성시경 커리어 익사 가능같은데.,negative,0.9947109,0.0043143476,0.00097467774,집으로 성시경 커리어 익사 가능같은데
330,둘 다 유튜버니까 구독자수로 비교한다,neutral,0.0026017756,0.99681014,0.0005880582,구독자수로 비교한다
331,성시경 109만장범준 94만성시경 승.,neutral,0.00046562526,0.9979709,0.0015635235,성시경 109만장범준 94만성시경 승
332,자시안 성시경은 먹방이 엄청흥해서 ㅋㅋ.,positive,0.0012011344,0.0002578912,0.998541,자시안 성시경은 먹방이 엄청흥해서 
333,20대 후반인데 이승철 성시경 말고 듣는 00년대 발라드 없는데 ㅋㅋ,neutral,0.0026922796,0.99393266,0.0033751032,이승철 성시경 말고 듣는 00년대 발라드 없는데 
334, 근데 성시경이 진짜 오히려 젊은 세대에서 고평가된 가수임?.,neutral,0.003389753,0.98970896,0.0069012907,근데 성시경이 진짜 오히려 젊은 세대에서 고평가된 가수임
335,아 성시경쪽이었는데 좀 흔들리긴한다.,negative,0.9990097,0.0008650603,0.00012517716,아 성시경쪽이었는데 좀 흔들리긴한다
336,모든 앨범을 손수 만들어서 내놨다는점이 너무 크게 작용함.,negative,0.99564725,0.0026980764,0.0016546269,모든 앨범을 손수 만들어서 내놨다는점이 너무 크게 작용함
337," 내 발라드 명반 원탑이 유재하 앨범인데,성시경 앨범은 단 한번도 전체 풀재생으로들어본적이 없음장범준 앨범은 버스커버스커 이후로도 솔로앨범 3집까지 다 들어봤었고..가수는 가창력이지 닥 성시경.",positive,0.00045400945,0.0008660313,0.99867994,가수는 가창력이지 닥 성시경
338,난 첨에 보자마자 성시경이라고 생각했는데 댓글들 보니까 장범준이 더 위인가 싶기도하네.,neutral,0.0013839,0.96852714,0.030089045,난 첨에 보자마자 성시경이라고 생각했는데 
339,히트곡 빼고 슈스케 한정으로도 장범준 승인듯그시절에 노래잘하고 잘부르는 발라드 가수는 많았음,positive,0.0007048346,0.0004836689,0.9988115,부르는 발라드 가수는 많았음
340," 그사이에 성시경이 1티어도 아니었고.포스터칼라 나도 이승철, 성시경 고름 ㅋㅋㅋ.",neutral,6.524783e-05,0.99991786,1.6957289e-05,그사이에 성시경이 1티어도 아니었고
341,[페르소나],neutral,0.00013959053,0.99971145,0.0001489432,[페르소나
342, 장범준 아는세대면 성시경도 무조건 잘알지,neutral,0.0011207624,0.8882363,0.110642925,장범준 아는세대면 성시경도 무조건 잘알지
343, 근데 난 그세대인데 성시경 노래를 더 많이암.,neutral,0.00876077,0.9901635,0.0010756762,성시경 노래를 더 많이암
344,기준이 먼데 시발 ㅋㅋ,negative,0.99895394,0.0008288409,0.00021723172,기준이 먼데 시발 
345,히트곡이면 장범준이고 실력이면 성시경이고고음가창도 안되는데 장범준은 본인도 인정했고 걍 개성있게 부르는거고.,positive,0.00057398214,0.00095048663,0.9984755,고음가창도 안되는데 
346,일단 두 분 포지션이 많이 달라요.,neutral,0.0003002911,0.99957246,0.00012721385,일단 두 분 포지션이 많이 달라요
347,"성시경님은 발라드 하면 최정상에 위치한 대표가수고요,",positive,0.0005254366,0.0030359877,0.9964386,발라드 하면 최정상에 위치한 대표가수고요
348,지금도 그 많은 남성들이 성시경처럼 부르고 싶어해요.,neutral,0.00046130238,0.9971228,0.0024158093,지금도 그 많은 남성들이 성시경처럼 부르고 
349, 기술적으로도 뛰어나시고요.,positive,0.00019586702,0.00018272961,0.9996214,기술적으로도 뛰어나시고요
350,"장범준님은 대중적으로 성공한 싱어송라이터시고요,",positive,0.00031773144,0.003525683,0.99615663,대중적으로 성공한 싱어송라이터시고요
351,순수한 가창에 집중하신 분은 아니에요.,neutral,0.0015895048,0.99786925,0.00054125587,순수한 가창에 집중하신 분은 아니에요
352,이게 vs가 되는가?,neutral,0.04159699,0.95796335,0.00043967826,이게 vs가 되는가
353, 에 물음표가 생기네요..,neutral,0.001448521,0.9983255,0.00022594539,에 물음표가 생기네요
354,둘다 존나 좋아하는데 아직은 성시경이 위라 생각함.,neutral,0.0009639978,0.9900371,0.008998886,둘다 존나 좋아하는데 
355, 근데 아직 장범준은 앞으로 10년이나 더 남아서 이 기간에 충분히 반열에 오를 수 있다,neutral,0.0006363711,0.9767327,0.022630984,이 기간에 충분히 반열에 오를 수 있다
356, 생각..성시경은 가수로서도 연예인으로서도 인기 있는건 맞긴한데 걍 한창때도 혼자 짱먹는 급이었던적이 없음.,positive,0.00050775154,0.006404774,0.9930875,짱먹는 급이었던적이 없음
357,장범준이 한 곡 내고 사라진 것도 아니고 이게 비교가 되냐 ㅋㅋ,negative,0.99415576,0.0049881474,0.0008560196,이게 비교가 되냐 
358, 성시경은 한번도 정상을 찍어본 적이 없다.,neutral,0.0022139624,0.9547263,0.043059763,성시경은 한번도 정상을 찍어
359, 한 해 10대 가수를 뽑으면 간신히 한 두 번 들어갈 정도의 커리어. 좋니로 1위 찍기 전 윤종신 생각하면 되겠네.,neutral,0.004445461,0.98065346,0.014901006,전 윤종신 생각하면 되겠네
360,성시경 시대 좀 봤어도 장범준이 위별개로 목소리는 개취로 성시경장범준은 음색이....오르니틴 발라드 황제 계보는 이문세-변진섭-신승훈-조성모까지임,neutral,0.00103945,0.98755485,0.011405711,성시경 시대 좀 봤어도 장범준이 위별개로 목소리는 개취로 성시경장범준은 음색이
361,성시경은 택도 없음.,neutral,0.0041430653,0.995249,0.0006080032,성시경은 택도 없음
362,성시경은 먹방력이 더 좋던데?.,positive,0.0006122219,0.0027268857,0.99666095,성시경은 먹방력이 더 좋던데
363,대충적당히 이거는 성시경 갈꺼 같은데 라이브 차이가 너무 나잖아.,neutral,0.00031548258,0.9995433,0.00014121558,적당히 이거는 성시경 갈꺼 같은데 
364,콘서트는 1초도 안망설이고 성시경 갈듯.,neutral,0.0044496716,0.99528486,0.0002654971,콘서트는 1초도 안망설이고 
365,실력은 성시경히트곡은 장범준.,positive,0.00035997527,0.0021230017,0.997517,실력은 성시경히트곡은 장범준
366,난 성시경이 더 죠아잉.,positive,0.00058119855,0.0031061957,0.99631256,난 성시경이 더 죠아잉
367,나 91년생 솔직히 말해서 성시경 노래 거리에서 말고 뭐 있는데?,neutral,0.0011853899,0.99856657,0.0002481099,나 91년생 솔직히 말해서 
368,주위 사람들에게 물어보면 성시경 노래 아는거 말하라면거리에서 말곤 모르는 사람 수두룩함내 기억에 성시경은 거리에서랑 라디오 잘 자요예능에서의 성시경 말곤 모르겠음.아재인데 성시경 임팩트가 있었나?,neutral,0.003940298,0.9763956,0.019664114,성시경 임팩트가 있었나
369, 박효신을 적어도 내 주변에선 더 많이 들었던듯이수나 브아솔도 데뷔시기 비슷할텐데 ㅋ.,neutral,0.0007059369,0.99651814,0.0027758116,박효신을 적어도 내 주변에선 더 많이 들었던듯이수나 브아솔도 데뷔시기 비슷할텐데 
370,이게 갈린다는게 더 신기한데 난..ㅋㅋㅋ;,neutral,3.350399e-05,0.99995077,1.5684654e-05,이게 갈린다는게 더 신기한데 
371,성시경은 우리나라에서 손에 꼽힐만한 보컬리스트이자 싱어송라이터임 히트로치면 김범수도 장범준보다 밑임??ㅋㅋㅋㅋ,neutral,0.0035562476,0.9869954,0.009448382,히트로치면 김범수도 장범준보다 밑임
372,말이되는소릴해라 좀.,negative,0.99930835,0.00040963173,0.00028192307,말이되는소릴해라 좀
373,성시경도 곡을 쓰는걸로 알지만 장범준은 엥간하면 다 본인이 쓰지않나? ㅋㅋ.,neutral,0.00080817536,0.99855465,0.00063714664,장범준은 엥간하면 다 본인이 쓰지않나
374,어차피 장르 분야도 다른데 비교는 무의미하고 대중에게 콘서트 어디갈꺼냐고 줄세우면 성시경으로 몰릴듯.,neutral,0.010955469,0.9861433,0.0029013343,성시경으로 몰릴듯
375,한섬닷컴 방송 활동을 단 한 번도 하지 않았음에도 불구하고[1],neutral,0.00018597444,0.99964976,0.00016422788,한섬닷컴 방송 활동을 단 한 번도 하지 않았음에도 불구하고
376, 음악 프로그램 차트 1위를 달성하고 음반 판매량 70만장과 음원차트 21주 연속 1위,positive,0.0010756087,0.0008947614,0.99802965,달성하고 음반 판매량 70만장과 음원차트 21주 연속 1위
377,[2]라는 대기록을 세웠다,neutral,0.0007148507,0.99148965,0.0077955467,[2]라는 대기록을 세웠다
378,벌써일년 21주연속이라는데 거리에서 몇주냐.,neutral,0.0078372955,0.9918256,0.00033712978,벌써일년 21주연속이라는데 거리에서 몇주냐
379,솔직히 성시경 전성기때 탑급아니었음,positive,0.09395012,0.05651882,0.84953105,탑급아니었음
380, 안티 많았던것도 기억나고 요새 와서야 다시 뜬거지.,negative,0.9856139,0.014033321,0.00035284436,안티 많았던것도 기억나고 
381,모르겠고 성시경 먹을텐데 씹꿀잼.성시경이라 생각했는데 버스커버스커 히트곡모음보고 생각이 바뀜.벚꽃엔딩 장범준이 곡 혼자만든거면 비교불가지 성시경이랑.,positive,0.005349789,0.007898397,0.9867518,성시경 먹을텐데 씹꿀잼
382,성시경 올려치기 심하네,negative,0.9971806,0.0025968105,0.00022262552,성시경 올려치기 심하네
383,실제로는 연간 판매 순위가02년에 8위한 것이 최대 등수다나머지는 10위 안에도 든 적 없고장범준과의 비교를 떠나서 최대 전성기조차 많은 상위권 가수 중에 하나였을 뿐이야성시경 목소리는 나도 가지고 싶지만성시경은 전성기에도 20위~5위 왔다갔다 하는 가수였어.,neutral,0.0021360503,0.9318823,0.06598167,최대 등수다나머지는 10위 안에도 든 적 없고
384,동시대 성시경이랑 비슷하게 데뷔한가수가 나얼 김범수 박효신 아님?,neutral,0.0010279778,0.99702424,0.0019477447,동시대 성시경이랑 비슷하게 데뷔한가수가 나얼 김범수 박효신 아님
385, 애초에 동시대 씹어먹은적도 없는데 성발라 왤케 고평가하지...갓지은식은밥 https://theqoo.net/square/2257562413응 멜론 누적 남솔 1위가 성시경임,negative,0.9544786,0.030979265,0.014542141,지은식은밥 https
386,현실은 00년대 노래중에 감상자수 500만 넘은 발라드곡 거리에서랑 눈의꽃 두곡뿐이다.,neutral,0.0021055108,0.9974368,0.00045763352,현실은 00년대 노래중에 감상자수 500만 넘은 발라드곡 거리에서랑 눈의꽃 두곡뿐이다
387,성시경 전성기 세대 입장에서 솔직히 까고 말해 지금 성시경은 유튜브나 마녀사냥 같은 예능으로 익숙해져서 고평가 ‘당한다’고 생각함..,negative,0.99854016,0.0010183215,0.00044144734,고평가 ‘당한다
388,성시경 전성기라고 할 수 있는 00년대 초중반에 성시경은 그냥 노래 잘 부르는 괜찮은 발라드 가수 정도 이미지였는데 갑자기 무슨 탑 발라더 계보까지 나와서 좀 당황했음..,negative,0.99004036,0.008106586,0.0018530427,무슨 탑 발라더 계보까지 나와서 좀 당황했음
389,장범준 활동도 안해도 음원나오면 1등 가능.,positive,0.0020069014,0.46867886,0.5293142,장범준 활동도 안해도 음원나오면 1등 가능
390, 성시경 활동 존나함.,neutral,0.0023835467,0.9962741,0.0013423698,성시경 활동 존나함
391,성시경 노래도 별로 좋아하진않지만 장범준 노래는 질려서 못듣겠던대.,negative,0.9906313,0.005033518,0.0043352325,장범준 노래는 질려서 
392,뭘로 비교하는지 모르겠지만 가창력은 당연히 성시경이고 가수로서 따지면 곡까지 쓰는 장범준이 더 위인듯.,neutral,0.00041947706,0.9944455,0.0051351115,곡까지 쓰는 장범준이 더 위인듯
393,노래는 성시경이 더 잘부르는데 히트는 장범준이지.,positive,0.00037088495,0.0037248216,0.99590427,노래는 성시경이 더 잘부르는데 
394,성시경 전성기때는 그땐 너무 어려서 잘모르겠는데 성시경 노래는 거리에서말고는 잘모르겠고장범준은 버스커 1~2집 둘다 좋고 솔로앨범들도 꾸준히 상위권이라 난 장범준 같음.,positive,0.00046633734,0.001161553,0.99837214,솔로앨범들도 꾸준히 상위권이라 난 장범준 같음
395,실력적으론 시경이형이지.,neutral,0.011009524,0.73507893,0.25391155,실력적으론 시경이형이지
396,성시경도 히트곡 많은 가수인건 팩트지만 벛꽃엔딩으로 이미 끝났음.,positive,0.00061672454,0.008851557,0.9905317,벛꽃엔딩으로 이미 끝났음
397,세대를 아우르는 노래 한곡 만들었으면 다른건 다 필요없는거라고 봄..드라마 때려 재밌게 봐서 성시경.성시경 걍 예능인아니냐?.,positive,0.0007104168,0.0014968195,0.9977927,예능인아니냐
398,"성시경이 학벌, 예능으로 이미지 이득 많이 본 사람 이지... 성시경 하면 떠오르는 노래가 있긴 하냐?.",negative,0.9651357,0.03316705,0.001697255,성시경이 학벌
399,쓰빠루빠 희재 거리에서 등등 히트곡은 많지;; 너무 억까다.음..저는 성시경 한 표.성시경 진성팬 발라드빠돌이라 정확하게 표현가능함.,positive,0.039858077,0.11243963,0.84770226,성시경 진성팬 발라드빠돌이라 정확하게 표현가능함
400, 앨범성적이나 차트순위같은걸로 기준삼으면 장범준이 성시경 압살하는건 사실임.,negative,0.9947141,0.0049356725,0.00035027022,장범준이 성시경 압살하는건 사실임
401, 근데 성시경은 적당한 감성의 팬들에게 꾸준히 사랑받고 히트곡 수도 많이 내면서 롱런한거지.,positive,0.0012141566,0.00036148826,0.9984244,히트곡 수도 많이 내면서 롱런한거지
402, 근데 이런식의 기준이면 당장 박효신 김범수도 장범준한테는 안됨..,negative,0.8662655,0.119477324,0.0142572345,당장 박효신 김범수도 장범준한테는 안됨
403,시경이형은 이제 밥먹으러 다녀야지.,neutral,0.0024578988,0.9969459,0.0005960793,시경이형은 이제 밥먹으러 다녀야지
404,성시경도 물론 좋아하지만 장범준은 독보적임,positive,0.0006224893,0.0007428508,0.99863464,장범준은 독보적임
405, 그래서 장범준.,neutral,0.0005779637,0.99884087,0.0005812135,그래서 장범준
406,난 성시경이윽고 이걸로 끝나다고 봄 ㅇㅇ.,neutral,0.00090225006,0.9973213,0.0017764504,난 성시경이윽고 이걸로 끝나다고 
407,그냥 장범준이지,neutral,0.00078129035,0.99808466,0.0011340664,그냥 장범준이지
408,성시경 노래 되게 좋아하긴하지만.난 개인적으로 장범준이 노래 잘하는줄 모르겠어서 성시경 한표.노래 실력+음색은 성시경돈은 장범준이 더 많이벌었을거같네 ㅋㅋ.,positive,0.00030071946,0.003468348,0.9962309,노래 실력
409,콘서트 누구갈래하면 대부분 성시경아닐까?.,neutral,0.000866368,0.99871635,0.00041734992,대부분 성시경아닐까
410,난 무조건 성시경인데 의외네.,neutral,0.0010011179,0.9982698,0.0007290087,난 무조건 성시경인데 의외네
411,둘중 한명 고르라면 성시경.,neutral,0.0006924985,0.9985973,0.00071019784,둘중 한명 고르라면 성시경
412,어떤걸 기준으로 삼느냐에 따라 다르지나는 성시경노래를 더 즐겨들으니 성시경.,neutral,0.00034983802,0.9980744,0.0015757702,나는 성시경노래를 더 즐겨들으니 
413,둘이 시대가 달라서 히트곡 도르로 비교하는거도 애매하지둘 음악에 대한 접근성이 다른데성시경 전성기때는 테이프나 cd시대라 타이틀곡 말곤 많은 사람들이 접하기가 어렵던 시대였음,neutral,0.0020987447,0.9909469,0.0069544776,어렵던 시대였음
414,장범준처럼 수록곡 줄세우기가 불가능했던 시대.,neutral,0.018441837,0.97419226,0.007365801,장범준처럼 수록곡 줄세우기가 불가능했던 시대
415,오히려 고속도로 차트있던 그런 시대였는데전성기 기준 둘다 대중성 뛰어나고 히트곡 있고 롱런하는데시대가 넘  달라서 단순 히트곡수 비교는 애매해보임이미 성시경 새음악들은 대중성보단 지하고싶은거 해서 팬들위주로 바뀌었고 박효신처럼.,negative,0.9792205,0.017862085,0.0029174117,다 대중성 뛰어나고 
416,가수들간의 선호도는 취향차이니까 비교하기 어렵지만일반인이 부르는 노래의 난이도는 월등히 성시경이 높다고 생각함.,neutral,0.0019214697,0.986741,0.011337526,일반인이 부르는 노래의 난이도는 월등히 성시경이 높다고 
417,"그런데 오해하는 게 있는데 성시경은 sg워너비, 버즈보다 전 세대임",neutral,0.0019567646,0.9955051,0.0025380861,그런데 오해하는 게 있는데 
418,00년대 초반 이수영 히트하던 때랑 같은 세대거리에서는 성시경 인기 낮아질 때 부활한 곡이고.,neutral,0.0011930423,0.9757352,0.02307177,같은 세대거리에서는 성시경 인기 낮아질 때 부활한 곡
419,성시경 입장에서는 꽤 자존심상할듯ㅋㅋㅋ,negative,0.9991744,0.0004844303,0.0003411616,자존심상할듯
420, 지금 세대는 장범준이 맞는거같고.,neutral,0.00048672588,0.99455714,0.0049562193,세대는 장범준이 맞는거같고
421,"둘다 본인 영역은 확실하고 수요층도 많으니 이건 비슷하다고 치고,노래실력이야",neutral,0.0009312732,0.9851965,0.013872267,다 본인 영역은 확실하고 수요층도 많으니 
422, 당연히 성시경 우위인데히트곡 찍어내는건 장범준이 넘사라고 봄고점이 거리에서 vs 벚꽃엔딩 정도 같은데 일단 고점은 둘다 존나 높음근데 데뷔부터 지금까지 ㅍㅅㅌㅊ,negative,0.6865405,0.20707788,0.10638169,벚꽃엔딩 정도 같은데 일단 고점은 둘다 존나 높음근데 데뷔부터 지금까지 
423,이상 히트곡 나열하라면 이건 곡수대비 장범준이 넘사로 많음ㅋㅋ.,neutral,0.0006653053,0.99381953,0.005515128,곡수대비 장범준이 넘사로 많음
424,모르겠고 난 성시경 노래가 더좋음.,positive,0.0012885503,0.00028826756,0.9984232,성시경 노래가 더좋음
425,벚꽃엔딩하나로 성시경 다 박살냈지,negative,0.9982792,0.0012905312,0.0004302786,벚꽃엔딩하나로 성시경 다 박살냈지
426, 머.기준이 뭐지 대중성이라면 장범준 인정인데 그 외엔 싹다 성시경 압승같은데.,neutral,0.002110434,0.9963948,0.0014946939,다 성시경 압승같은데
427,가수면노래 실력으로 평가하는게 맞지않나고로 성시경이라고 생각하는데.장범준 가창력 좋은건 아닌데 성시경이 장범준 노래 부른다고 노래 뺏는 수준인것도 아님.,negative,0.9907109,0.0075213453,0.001767781,노래 뺏는 수준인것도 아님
428,아스날지면포뿌림 성시경 보컬로 여수밤바다?,positive,0.00089072366,0.0019330615,0.9971762,아스날지면포뿌림 성시경 보컬로 여수밤바다
429,동상 건립 가능.,neutral,0.000718811,0.998723,0.0005581471,동상 건립 가능
430,노래실력은 성시경이고 실적은 장범준인게 극명하지 않나.,neutral,0.007034225,0.9914278,0.0015379838,실적은 장범준인게 극명하지 않나
431,노래를 아는 느낌으로만 치면비틀즈(장범준)이랑 웨스트라이프(성시경) 느낌?,neutral,1.5934766e-05,0.99996483,1.9156852e-05,노래를 아는 느낌으로만 치면비틀즈
432,성시경 노래는 진짜 좋은거 많고 보컬로서도 뛰어나고 독보적 음색으로 한 시대를 풍미했다고 할 수 있는데 장범준의 벚꽃엔딩이 한국의 렛잇비 수준이라...,positive,0.00092365965,0.00027956275,0.9987967,장범준의 벚꽃엔딩이 한국의 렛잇비 수준이라
433,그리고 장범준은 앞으로 더 보여줄게 많은 가수라서 장범준이 좀 평가 좋을거 같다.,positive,0.0004971311,0.0022977488,0.9972051,장범준이 좀 평가 좋을거 같다
434,courteou 아니 애초에 성시경이 임재범 급이 아닌데 어떻게 성립함? ㅋㅋㅋ,neutral,0.042721543,0.95656615,0.000712289,아니 애초에 성시경이 임재범 급이 아닌데 어떻게 성립함
435," 장범준은 히트곡 외에도 앨범의 완전성이나 아티스트 측면에서 성시경 보다 낫다는 거고임재범은 시나위 보컬 시절 커리어, 이 밤이 지나면 고해 너를위해 같은 메가 히트곡+ 보컬로도 우리나라 탑 수준인 완전체 가수인데님들이 너무 임재범을 무시하는 거 아닐까?.",positive,0.0014841969,0.002606923,0.99590886,데님들이 너무 임재범을 무시하는 거 아닐까
436,노래잘하는사람이 이긴거지 성시경 승.내 플레이리스트에 손에 꼽는 한국곡 포함된 성시경 승.,neutral,0.00049971126,0.9888742,0.010626133,내 플레이리스트에 손에 꼽는 한국곡 포함된 성시경 승
437,OMGDMOUP 딴 인기글에선 성시경 발라드 GOAT 란 댓이 추천 천개나 박힘 ㅋㅋ.,positive,0.001187067,0.004646939,0.994166,란 댓이 추천 천개나 박힘 
